Country,University,College_1st_Choice,Application_Source,Course,Education_Level,Season,Month_Year
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Human Resources,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Fall,September 2025
Pakistan,DePaul University,College of Science and Health,STUDY GROUP,Biological Sciences,MS,Fall,September 2024
Pakistan,DePaul University,College of Science and Health,STUDY GROUP,Biological Sciences,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2025
Thailand,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Summer,June 2024
Vietnam,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Winter,January 2024
Taiwan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Full-time MBA,Unknown,Fall,September 2023
Thailand,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2023
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Game Programming,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Nigeria,DePaul University,College of Liberal Arts and Social Sciences,STUDY GROUP,Social Work,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
Vietnam,DePaul University,College of Education,STUDY GROUP,Educational Leadership,MA,Fall,September 2025
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2025
India,DePaul University,College of Science and Health,STUDY GROUP,Applied Statistics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2025
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Fall,September 2025
Bangladesh,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Summer,June 2025
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Winter,January 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Summer,June 2024
Nepal,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2025
Pakistan,DePaul University,Unknown,STUDY GROUP,,Unknown,Winter,January 2024
Pakistan,DePaul University,Unknown,STUDY GROUP,,Unknown,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
China,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Animation,MFA,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Winter,January 2024
Kenya,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Software Engineering,MS,Spring,March 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,College of Science and Health,STUDY GROUP,Applied Statistics,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Summer,June 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2023
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2025
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Software Engineering,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Taiwan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Animation,MFA,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Pakistan,DePaul University,College of Science and Health,STUDY GROUP,Environmental Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
China,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,College of Education,STUDY GROUP,Counseling,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Software Engineering,MS,Spring,March 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Film and Television,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Artificial Intelligence,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
Pakistan,DePaul University,College of Science and Health,STUDY GROUP,Environmental Science,MS,Summer,June 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
Bangladesh,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Business Information Technology,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Game Design,MFA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Winter,January 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Full-time MBA,Unknown,Fall,September 2024
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Summer,June 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Software Engineering,MS,Winter,January 2024
Vietnam,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Game Programming,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Fall,September 2024
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Spring,March 2025
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Winter,January 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Spring,March 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Digital Communication and Media Arts,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Summer,June 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Winter,January 2024
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Information Systems,MS,Spring,March 2024
United states,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Marketing Analysis,MS,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Summer,June 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Fall,September 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Cybersecurity,MS,Spring,March 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,Unknown,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Summer,June 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Summer,June 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Spring,March 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Film and Television Directing,MFA,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Human-Computer Interaction,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
Kenya,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
Pakistan,DePaul University,College of Science and Health,STUDY GROUP,Occupational Therapy,MS,Fall,September 2024
India,DePaul University,College of Communication,STUDY GROUP,Communication and Media,MA,Fall,September 2024
India,DePaul University,College of Communication,STUDY GROUP,Communication and Media,MA,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
Nepal,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Finance,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Health Informatics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,STUDY GROUP,Data Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,STUDY GROUP,Business Analytics,MS,Fall,September 2024
